Date: 09.03.26
Time: 16:48:27
Client: 
Session: 
Device: Neurobit Optima+ 4 USB
Signals: 1
Channel	A
	-455.427 
	-166.657 
	20.737   
	92.5783  
	-84.7728 
	-273.229 
	-230.225 
	-149.325 
	-33.4297 
	-87.4416 
	-283.698 
	-167.769 
	-17.1064 
	142.809  
	206.201  
	-125.15  
	-230.259 
	-82.7716 
	-136.691 
	-245.827 
	-242.412 
	-32.875  
	149.217  
	136.35   
	60.9444  
	-66.0527 
	-28.1464 
	83.2518  
	106.461  
	81.3575  
	14.2751  
	98.9583  
	157.603  
	82.3522  
	-11.1719 
	-97.3001 
	-125.483 
	-164.102 
	-76.6921 
	66.945   
	78.9412  
	72.8898  
	11.4333  
	-137.008 
	-279.51  
	-288.423 
	-201.096 
	-162.203 
	-264.486 
	-381.162 
	-208.78  
	-143.335 
	-326.608 
	-366.115 
	-296.252 
	-114.444 
	82.7783  
	214.139  
	112.512  
	-18.0211 
	-19.1335 
	-279.813 
	-299.457 
	-76.788  
	-60.9354 
	-43.9176 
	-18.151  
	122.595  
	241.124  
	61.0539  
	-152.385 
	-214.759 
	-91.9596 
	25.1689  
	-121.201 
	-321.832 
	-309.079 
	-11.6085 
	147.492  
	90.3583  
	228.778  
	454.305  
	576.575  
	614.416  
	590.135  
	398.066  
	514.392  
	799.976  
	475.909  
	90.5116  
	-236.158 
	-614.847 
	-597.444 
	-447.069 
	-93.8483 
	219.851  
	58.1631  
	-73.2192 
	-180.06  
	-326.75  
	-325.695 
	-405.791 
	-545.226 
	-534.808 
	-519.458 
	-668.313 
	-720.348 
	-612.523 
	-426.533 
	-226.917 
	-166.927 
	-146.197 
	-157.117 
	-175.87  
	-50.9246 
	105.591  
	44.0243  
	-95.0389 
	-3.51525 
	-3.82571 
	-292.462 
	-496.601 
	-483.859 
	-336.016 
	-245.208 
	-278.016 
	-308.566 
	-215.249 
	-72.3755 
	-141.949 
	-194.415 
	-31.7257 
	115.266  
	209.783  
	279.341  
	255.814  
	298.553  
	352.821  
	213.176  
	214.921  
	241.199  
	140.18   
	260.457  
	368.018  
	321.542  
	336.083  
	428.916  
	551.624  
	680.857  
	558.667  
	46.475   
	-287.282 
	-245.252 
	-172.08  
	37.0079  
	132.673  
	-281.518 
	-632.438 
	-449.825 
	-118.405 
	-108.182 
	-193.224 
	-314.254 
	-559.207 
	-453.686 
	-184.456 
	-79.4218 
	-146.64  
	-298.149 
	-96.7758 
	272.858  
	281.588  
	138.028  
	82.1073  
	74.0255  
	186.67   
	-107.984 
	-609.919 
	-496.278 
	-334.727 
	-346.219 
	-349.713 
	-562.744 
	-619.977 
	-369.118 
	-230.076 
	-322.572 
	-286.182 
	-126.711 
	26.4844  
	155.536  
	-46.9831 
	-269.512 
	-201.806 
	30.0208  
	390.464  
	489.219  
	425.319  
	509.789  
	515.218  
	376.73   
	181.672  
	-36.3116 
	-283.69  
	-355.134 
	-226.338 
	-192.74  
	-205.816 
	-154.719 
	-8.03203 
	149.159  
	14.8735  
	-223.406 
	-267.743 
	-320.898 
	-416.833 
	-380.925 
	-222.616 
	-14.7992 
	79.4269  
	29.3487  
	24.0249  
	-37.4614 
	-161.81  
	-69.1844 
	74.463   
	10.5644  
	-188.438 
	-302.086 
	-251.588 
	-282.213 
	-440.711 
	-575.079 
	-555.848 
	-477.31  
	-322.674 
	-96.6922 
	-234.758 
	-378.028 
	-179.016 
	-73.5289 
	-87.8786 
	-91.4204 
	-126.371 
	-68.3018 
	138.687  
	135.865  
	-138.839 
	-299.168 
	-375.241 
	-510.319 
	-475.624 
	-374.627 
	-603.782 
	-676.719 
	-434.801 
	-367.736 
	-159.304 
	150.104  
	180.749  
	150.773  
	283.127  
	288.789  
	152.07   
	341.911  
	419.294  
	372.99   
	672.272  
	677.103  
	304.936  
	-85.4078 
	-351.134 
	-360.18  
	-432.04  
	-502.228 
	-474.06  
	-512.217 
	-540.179 
	-656.287 
	-800     
	-788.44  
	-752.66  
	-779.145 
	-796.384 
	-743.906 
	-537.155 
	-496.41  
	-610.893 
	-438.077 
	-243.098 
	-33.0478 
	295.879  
	475.961  
	498.089  
	446.929  
	322.961  
	4.14645  
	-221.235 
	-182.377 
	-77.1521 
	-67.3478 
	-185.176 
	-107.19  
	117.556  
	376.367  
	453.197  
	38.5485  
	-245.143 
	-251.974 
	-303.111 
	-175.657 
	-76.0056 
	-81.6674 
	-117.344 
	-281.031 
	-209.767 
	-3.14504 
	65.5705  
	180.499  
	108.767  
	-134.495 
	-254.343 
	-413.918 
	-511.531 
	-374.148 
	-360.613 
	-537.037 
	-645.004 
	-648.324 
	-547.099 
	-475.236 
	-398.118 
	-336.317 
	-376.05  
	-357.56  
	-343.423 
	-300.164 
	-245.865 
	-248.645 
	-148.295 
	-177.188 
	-326.737 
	-229.435 
	-175.976 
	-467.166 
	-644.072 
	-296.505 
	309.391  
	588.842  
	229.671  
	31.5731  
	378.598  
	405.739  
	247.311  
	156.354  
	-1.89753 
	96.6947  
	157.271  
	105.85   
	185.873  
	16.3708  
	-433.309 
	-688.379 
	-677.862 
	-680.194 
	-687.058 
	-628.932 
	-491.01  
	-333.567 
	-260.57  
	-332.911 
	-558.73  
	-518.724 
	-401.889 
	-611.577 
	-773.503 
	-553.648 
	-90.8081 
	167.445  
	207.106  
	-85.9526 
	-300.554 
	-78.5165 
	-80.0515 
	-74.6809 
	-86.0283 
	-279.385 
	-284.005 
	-259.127 
	-337.227 
	-517.524 
	-594.014 
	-548.844 
	-526.785 
	-415.154 
	-256.195 
	-204.345 
	-323.403 
	-452.968 
	-435.528 
	-390.95  
	-388.384 
	-128.301 
	211.732  
	120.33   
	-10.5841 
	44.5841  
	-61.9181 
	-204.684 
	-259.447 
	-334.131 
	-332.598 
	-179.966 
	30.3309  
	156.522  
	224.522  
	233.514  
	60.9213  
	-101.516 
	-250.842 
	-625.455 
	-800     
	-662.326 
	-456.656 
	-279.277 
	-0.79013 
	-16.7648 
	106.49   
	422.642  
	253.083  
	-53.3307 
	15.0647  
	-5.86679 
	-246.376 
	-452.089 
	-790.541 
	-789.758 
	-524.944 
	-381.388 
	-170.882 
	-128.29  
	-175.684 
	-235.257 
	-221.74  
	-75.9273 
	-304.109 
	-611.278 
	-530.562 
	-511.878 
	-610.917 
	-696.28  
	-682.04  
	-495.822 
	-421.47  
	-314.038 
	-117.391 
	-94.5589 
	-315.876 
	-432.236 
	-254.83  
	-101.564 
	58.2428  
	51.8645  
	-116.824 
	-21.0154 
	86.0277  
	-62.8467 
	-203.148 
	-225.79  
	-256.707 
	-344.982 
	-365.113 
	-213.566 
	-134.868 
	-188.274 
	-164.65  
	-95.4106 
	-43.6681 
	-59.2205 
	-227.919 
	-289.955 
	-88.2068 
	52.9153  
	-66.6518 
	-329.632 
	-437.698 
	-288.551 
	-165.929 
	-105.298 
	-76.0982 
	-182.47  
	-236.055 
	-262.757 
	-217.358 
	-75.578  
	14.7138  
	210.863  
	312.957  
	221.657  
	190.799  
	328.395  
	393.339  
	248.471  
	255.466  
	129.395  
	-238.519 
	-455.272 
	-560.125 
	-402.869 
	-167.979 
	-105.149 
	-37.2896 
	-215.908 
	-673.833 
	-800     
	-800     
	-741.346 
	-576.87  
	-515.464 
	-707.694 
	-800     
	-800     
	-800     
	-800     
	-485.962 
	-637.319 
	-491.308 
	-332.426 
	-323.116 
	-169.819 
	22.9954  
	102.418  
	110.591  
	110.578  
	206.031  
	195.155  
	-150.176 
	-393.169 
	-380.33  
	-351.076 
	-213.312 
	62.7823  
	359.064  
	419.828  
	392.621  
	423.785  
	285.055  
	116.146  
	-28.5413 
	-233.25  
	-484.453 
	-572.08  
	-417.435 
	-289.083 
	-299.66  
	-120.017 
	216.148  
	154.226  
	-167.002 
	-390.744 
	-433.204 
	-549.269 
	-609.333 
	-266.832 
	-145.52  
	-301.763 
	-229.509 
	73.3483  
	289.632  
	299.233  
	459.332  
	510.761  
	226.96   
	-68.6731 
	-454.971 
	-528.945 
	-426.53  
	-442.312 
	15.5611  
	-20.8596 
	-390.613 
	-177.48  
	-298.393 
	-522.131 
	-605.198 
	-800     
	-800     
	-800     
	-570.495 
	-447.708 
	-237.687 
	-88.1606 
	-169.046 
	-39.5035 
	35.8418  
	-56.985  
	96.8837  
	171.338  
	95.8659  
	67.4403  
	54.8494  
	218.873  
	254.608  
	-113.323 
	-433.852 
	-234.442 
	156.452  
	82.9352  
	-121.447 
	-100.193 
	16.9018  
	259.756  
	434.199  
	243.033  
	-335.542 
	-537.233 
	46.8963  
	251.083  
	-14.765  
	46.8259  
	-126.171 
	-514.287 
	-597.808 
	-604.95  
	-580.468 
	-577.69  
	-648.14  
	-664.139 
	-621.398 
	-585.103 
	-176.523 
	-86.4072 
	-560.089 
	-566.985 
	-382.74  
	-453.923 
	-395.846 
	-348.61  
	-336.441 
	-70.1392 
	280.151  
	776.347  
	799.976  
	466.702  
	39.7841  
	-222.251 
	-555.477 
	-542.234 
	-574.994 
	-552.227 
	-458.402 
	-550.858 
	-529.161 
	-516.358 
	-608.119 
	-655.658 
	-321.216 
	215.188  
	232.759  
	48.0457  
	153.446  
	205.281  
	314.995  
	718.049  
	799.976  
	349.732  
	-451.051 
	-257.024 
	180.573  
	-76.069  
	36.4196  
	220.43   
	133.573  
	247.032  
	343.326  
	227.358  
	-269.331 
	-800     
	-800     
	-681.301 
	-692.505 
	-582.171 
	-393.312 
	-261.737 
	-16.5766 
	219.023  
	45.8244  
	-194.709 
	-152.048 
	-167.835 
	-212.349 
	-142.142 
	-159.314 
	-247.138 
	-378.506 
	-459.039 
	-492.419 
	-800     
	-800     
	-800     
	-800     
	-800     
	-364.121 
	-308.286 
	-322.974 
	1.71897  
	221.186  
	181.451  
	109.277  
	-135.156 
	-249.539 
	-16.232  
	248.807  
	378.099  
	498.049  
	371.252  
	92.0796  
	81.4423  
	-3.397   
	-257.423 
	-651.024 
	-800     
	-502.963 
	-268.007 
	-0.322529
	361.763  
	603.211  
	500.12   
	352.001  
	517.612  
	398.827  
	192.849  
	197.193  
	-116.872 
	-284.267 
	-257.706 
	-597.548 
	-518.029 
	-166.431 
	-281.365 
	-372.814 
	-392.624 
	-169.901 
	-204.143 
	-800     
	-581.892 
	-309.494 
	-800     
	-800     
	-800     
	-800     
	-800     
	-542.65  
	-424.55  
	-359.601 
	-453.853 
	-457.071 
	-466.6   
	-211.176 
	175.089  
	198.003  
	319.903  
	453.621  
	306.151  
	-58.2426 
	-454.463 
	-504.584 
	-647.637 
	-800     
	-800     
	-800     
	-800     
	-675.588 
	-368.988 
	-118.162 
	-106.866 
	-74.2729 
	-55.2298 
	60.2684  
	3.88463  
	-177.958 
	-187.55  
	-435.839 
	-262.304 
	47.1519  
	-493.711 
	-800     
	-800     
	-800     
	-800     
	-710.446 
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-671.033 
	-639.425 
	-800     
	-800     
	-800     
	-800     
	-800     
	-713.222 
	-800     
	-681.219 
	-692.057 
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-638.824 
	-579.13  
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-693.31  
	-694.638 
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-620.082 
	-260.779 
	-84.8673 
	-231.883 
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-672.143 
	-496.358 
	-665.672 
	-800     
	-667.125 
	-517.107 
	-399.469 
	-90.3403 
	-566.747 
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-502.823 
	-289.063 
	-217.711 
	-550.117 
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-669.718 
	-649.772 
	-602.741 
	-493.894 
	-800     
	-800     
	-800     
	-800     
	-800     
	-651.7   
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-623.104 
	-551.196 
	-498.618 
	-551.729 
	-800     
	-800     
	-641.302 
	-639.947 
	-800     
	-800     
	-800     
	-800     
	-800     
	-485.613 
	-408.818 
	-335.045 
	-536.469 
	-800     
	-800     
	-800     
	-800     
	-800     
	-670.242 
	-485.778 
	-612.525 
	-634.029 
	-573.662 
	-632.68  
	-643.073 
	-582.493 
	-432.415 
	-384.891 
	-418.02  
	-438.233 
	-581.241 
	-532.29  
	-432.21  
	-467.665 
	-292.436 
	-261.469 
	-418.835 
	-427.412 
	-535.683 
	-800     
	-800     
	-800     
	-800     
	-800     
	-800     
	-559.381 
	-363.662 
	-377.684 
	-414.9   
	-456.022 
	-484.554 
	-364.441 
	-245.336 
	-208.384 
	-123.794 
	-114.902 
	-183.98  
	-122.509 
	-50.4222 
	-127.939 
	-85.9896 
	69.9337  
	87.7781  
	-6.07338 
	-99.187  
	-111.927 
	-49.5191 
	190.607  
	367.4    
	221.702  
	-66.7253 
	-334.243 
	-335.881 
	-222.342 
	-340.512 
	-446.849 
	-386.395 
	-345.275 
	-248.597 
	-164.516 
	-210.89  
	-218.054 
	-235.472 
	-311.86  
	-351.128 
	-426.98  
	-515.398 
	-432.765 
	-391.753 
	-485.969 
	-459.516 
	-383.72  
	-301.433 
	-166.665 
	-86.8608 
	31.2337  
	300.403  
	444.72   
	470.517  
	438.921  
	49.5201  
	-232.07  
	-88.1891 
	17.6635  
	17.9961  
	-36.9909 
	-71.9223 
	7.5086   
	71.7161  
	33.6528  
	-215.346 
	-428.264 
	-329.429 
	-212.731 
	-215.037 
	-252.048 
	-232.353 
	-3.19989 
	293.792  
	273.823  
	97.6908  
	245.146  
	345.541  
	96.5152  
	-36.8662 
	99.9395  
	338.637  
	344.097  
	144.246  
	181.854  
	194.536  
	126.094  
	109.807  
	-37.5761 
	-107.898 
	-120.768 
	-169.054 
	-161.613 
	-113.429 
	-58.6769 
	52.0471  
	216.198  
	293.013  
	334.535  
	342.271  
	413.53   
	563.244  
	521.254  
	448.391  
	452.57   
	407.252  
	352.873  
	365.745  
	460.766  
	427.823  
	365.381  
	380.79   
	261.824  
	200.426  
	266.173  
	287.428  
	264.837  
	226.507  
	167.858  
	153.029  
	338.479  
	464.699  
	565.168  
	764.45   
	629.249  
	267.563  
	55.6614  
	287.515  
	574.154  
	406.456  
	232.245  
	140.268  
	78.3672  
	134.929  
	180.359  
	206.142  
	226.632  
	198.765  
	176.389  
	184.618  
	108.536  
	138.113  
	204.196  
	213.226  
	462.54   
	611.405  
	515.249  
	568.45   
	658.065  
	603.213  
	534.805  
	563.383  
	668.423  
	668.894  
	539.044  
	389.242  
	286.847  
	313.453  
	280.154  
	213.331  
	330.909  
	480.046  
	427.505  
	274.475  
	243.225  
	321.33   
	371.945  
	323.95   
	338.389  
	364.874  
	332.892  
	367.315  
	417.551  
	481.01   
	432.15   
	186.523  
	272.15   
	643.942  
	595.58   
	460.428  
	512.733  
	531.67   
	746.553  
	800      
	581.974  
	382.455  
	430.077  
	504.025  
	572.907  
	671.245  
	577.464  
	507.374  
	583.103  
	631.103  
	725.624  
	721.353  
	700.31   
	736.235  
	591.745  
	315.011  
	227.999  
	374.233  
	471.433  
	634.526  
	702.6    
	582.735  
	692.104  
	737.63   
	742.069  
	799.976  
	800      
	760.797  
	573.845  
	409.075  
	438.524  
	522.896  
	693.111  
	671.584  
	732.857  
	799.976  
	799.976  
	799.976  
	758.623  
	178.783  
	291.718  
	602.423  
	663.314  
	583.89   
	476.518  
	455.643  
	691.573  
	799.976  
	799.976  
	799.976  
	799.976  
	359.721  
	222.697  
	483.359  
	503.571  
	617.211  
	692.343  
	683.696  
	593.794  
	290.787  
	229.091  
	515.498  
	688.483  
	702.893  
	650.932  
	394.355  
	288.657  
	432.142  
	320.495  
	283.646  
	578.267  
	800      
	799.976  
	799.976  
	761.659  
	515.044  
	482.072  
	558.459  
	667.898  
	694.835  
	640.621  
	635.95   
	776.268  
	799.976  
	799.976  
	754.999  
	727.282  
	800      
	793.311  
	742.473  
	671.388  
	740.491  
	799.976  
	790.438  
	747.532  
	799.976  
	799.976  
	799.976  
	716.293  
	690.625  
	799.976  
	799.976  
	799.976  
	799.976  
	661.712  
	665.758  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	645.6    
	791.973  
	799.976  
	743.552  
	696.759  
	691.982  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	636.041  
	447.812  
	619.095  
	508.218  
	560.554  
	799.976  
	740.162  
	799.976  
	799.976  
	799.976  
	709.497  
	508.666  
	589.051  
	799.976  
	774.874  
	577.333  
	436.948  
	463.125  
	576.695  
	761.175  
	799.976  
	799.976  
	799.976  
	737.154  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	607.663  
	609.225  
	757.13   
	763.069  
	757.68   
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	648.955  
	587.974  
	689.015  
	680.033  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
	799.976  
